recordType,name,poke_type1,poke_type2,poke_size,poke_weight,poke_hp,hp_current,poke_defense,poke_spdef,poke_speed,poke_speed_ft,poke_attack,poke_spatk,poke_atk_mod,poke_spatk_mod,poke_effect_mod,poke_skills,poke_ability_passives,poke_diet,poke_egg_group,poke_hatch_rate,poke_habitat,poke_evolution,poke_proficiencies,poke_is_legendary,moves_list
pokemon,Lampent,Ghost,Fire,Small,Medium,36,36,6,6,6,30,4,10,+2,+5,+3,"Firestarter, Flight, Glow","Flame Body, Flash Fire (You are immune to Firetype attacks. If you would be hit by a Fire-type attack, your Fire type attacks deal +4 damage for 2 mins.)",Ergovore / Psiotroph,Amorphous,10 Days,Urban Abandoned / Woodlands,Litwick Lampent Dusk Stone Chandelure,Ghost / Fire / Hexwork / Weird Chandelure,,"[{""_id"":""45676bea-d424-4ecd-92b4-5161660f7d9d"",""name"":""Flame Burst"",""unidentifiedName"":""Flame Burst"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Fire"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft, 5ft blast)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""""}},{""_id"":""59a87aa4-ec43-44c3-a19f-1b492abcf1c0"",""name"":""Hex"",""unidentifiedName"":""Hex"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""If the target is afflicted, Hex has 5d8 for damage instead.""}}]"
pokemon,Litwick,Ghost,Fire,Small,Light,30,30,6,6,2,10,3,7,+1,+3,+1,"Firestarter (can create fire), Flight (can fly), Glow (can produce light)","Flame Body (Whenever you are hit with a melee attack, roll 1d4. On 4, Burn the attacker.)",Ergovore / Psiotroph,Amorphous,10 Days,Urban Abandoned / Woodlands,Litwick Lampent Dusk Stone Chandelure,Ghost / Fire / Hexwork / Weird Chandelure,,"[{""_id"":""8c53de94-1281-44f3-92ba-611e6da5170c"",""name"":""Astonish"",""unidentifiedName"":""Astonish"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d10"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Stunned.""}},{""_id"":""c0661f23-8997-4e91-92e6-10ffbceffbc8"",""name"":""Ember"",""unidentifiedName"":""Ember"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Fire"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""1d12"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Burned.""}},{""_id"":""66452515-a2f1-48ea-aee6-4e985303272f"",""name"":""Smog"",""unidentifiedName"":""Smog"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Poison"",""move_category"":""Special Attack"",""move_range"":""Ranged(5ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""1d4"",""move_effect"":""On hit, if you got 13 or higher on Accuracy Check, the target is Poisoned.""}}]"
pokemon,Chandelure,Ghost,Fire,Large,Medium,36,36,9,9,8,40,6,15,+3,+7,+4,"Firestarter, Flight, Glow","Flame Body, Flash Fire, Infiltrator (Hindering terrain and Walls do not affect you or your attacks.)",Ergovore / Psiotroph,Amorphous,10 Days,Urban Abandoned / Woodlands,Litwick Lampent Dusk Stone Chandelure,Ghost / Fire / Hexwork / Weird Chandelure,,"[{""_id"":""92b19357-05dd-4ea8-ba31-d9371fc4a9c3"",""name"":""Inferno"",""unidentifiedName"":""Inferno"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Fire"",""move_category"":""Special Attack"",""move_range"":""Ranged(40ft)"",""move_uses"":""1/day"",""move_damage_dice"":""5d12"",""move_effect"":""Inferno has -5 during Accuracy Check. On hit, the target is Burned.""}},{""_id"":""43e12484-a02d-43e5-a2a0-d6e9d521cd89"",""name"":""Shadow Ball"",""unidentifiedName"":""Shadow Ball"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Special Defense is -1 for 10 mins.""}},{""_id"":""51479cc9-098b-4412-bda1-ff9d50f3d2a0"",""name"":""Pain Split"",""unidentifiedName"":""Pain Split"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, you and target’s current HPs are added together and halved, assigning both you and the target that new value. Neither can have their new HPs be more than their Max. Corsola that live in heavily polluted seas or overheated oceans resemble bleached stones; when bothered, however, their ghostly tendrils will emerge out of their holes like intangible branches of coral. It is said that these Pokémon will curse those who disturb them from their rests.""}}]"
pokemon,Cursola,Ghost,,Medium,Featherweight,36,36,6,13,3,15,10,15,+5,+7,+1,"Gilled, Swimmer","Harden, Weak Armor, Perish Body (When you are hit by a melee attack, the offender receives 3 Perish Coats. The Coat has the following ability: After acting, destroy one of your Perish Coats. If this is the third Perish Coat you’ve destroyed this way during this encounter, set your HP to 0.)",Phototroph,Water 1 / Water 3,10 Days,Beaches / Ocean Reefs / Oceans,Corsola (Dead Seas) Cursola,Ghost / Rock / Water / Elemental Attack I / Hexwork / Prickly Cursola,,"[{""_id"":""ca5a1f24-b39a-4cb1-8529-54b259b1a7ab"",""name"":""Perish Song"",""unidentifiedName"":""Perish Song"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Ranged(40ft burst)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""All possible Pokémon targets including yourself receive 3 Perish Coats. The Coats have the following ability: After acting, destroy one of your Perish Coats. If this is the third Perish Coat you’ve destroyed this way during this encounter, set your HP to 0.""}},{""_id"":""08112813-72e6-477d-a53f-84a8c33ea0ff"",""name"":""Power Gem"",""unidentifiedName"":""Power Gem"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Rock"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""""}},{""_id"":""2f95c2d3-10be-4b86-8f9e-15db1d3195e6"",""name"":""Strength Sap"",""unidentifiedName"":""Strength Sap"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, you are healed HP equal to the target's Attack stat, then the target’s Attack is -2 for 10 mins.""}}]"
pokemon,Corsola (Dead Seas),Ghost,,Small,Featherweight,36,36,11,10,3,15,6,7,+3,+3,+1,"Gilled (can breathe underwater), Swimmer (can swim)","Harden (+1 Defense), Weak Armor (When you are hit by a melee attack, your Defense is -3 and your Speed is +3 for 10 mins.)",Phototroph,Water 1 / Water 3,10 Days,Beaches / Ocean Reefs / Oceans,Corsola (Dead Seas) Cursola,Ghost / Rock / Water / Elemental Attack I / Hexwork / Prickly Cursola,,"[{""_id"":""9fe1eecf-576a-4a14-96f1-1967841a221a"",""name"":""Curse"",""unidentifiedName"":""Curse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Effect"",""move_range"":""Ranged(20ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""Curse can only be used by Ghost-Type Pokémon. On hit, you lose hit points equal to 1/3 rd of your max HP, then the target is Cursed.""}},{""_id"":""05ca5518-7ab0-4727-bb54-b4e77992853d"",""name"":""Ancient Power"",""unidentifiedName"":""Ancient Power"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Rock"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":""2d8"",""move_effect"":""On hit, your Attack, Special Attack, Defense, Special Defense, and""}},{""_id"":""75383afc-b3a6-4978-bde1-0f9ea9ba5397"",""name"":""Hex"",""unidentifiedName"":""Hex"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""If the target is afflicted, Hex has 5d8 for damage instead. Evolution Shift compatible with Corsola (713)""}}]"
pokemon,Drifblim,Ghost,Flying,Large,Medium,90,90,4,7,8,40,8,9,+4,+4,+4,"Flight, Guster, Inflatable, Shrinkable","Amnesia (+2 Special Defense), Focus Energy, Aftermath, Flare Boost (While Burned, your Special Attack is +4.)",Nullivore / Psiotroph,Amorphous,10 Days,Mountains / Volcanoes,Drifloon Drifblim,Ghost / Flying / Elemental Attack E / Hexwork Drifblim,,"[{""_id"":""bc0c357b-c6ea-4763-bd79-ca4fec3cf0ba"",""name"":""Hex"",""unidentifiedName"":""Hex"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""If the target is afflicted, Hex has 5d8 for damage instead.""}},{""_id"":""178b8a8b-457e-4ba8-a848-0ccb626b253c"",""name"":""Phantom Force"",""unidentifiedName"":""Phantom Force"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":""3d12"",""move_effect"":""Phantom Force is a two-turn move. On the first turn, disappear from the battlefield. On the second turn, reappear anywhere within 25 ft of where you vanished, move up to twice your movement speed, and roll Phantom Force’s Accuracy Check and damage.""}},{""_id"":""218e75b2-59d3-47d7-9e23-0e04006b06ed"",""name"":""Knock Off"",""unidentifiedName"":""Knock Off"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Dark"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, the target drops any held items or weapons.""}}]"
pokemon,Drifloon,Ghost,Flying,Small,Featherweight,54,54,3,4,7,35,5,6,+2,+3,+3,"Flight (can fly), Guster (can produce wind), Inflatable (can expand), Shrinkable (can shrink)","Focus Energy (Attacks are critical hits on natural 18-20), Aftermath (When knocked out by a melee attack, the attacker loses 1d20 HP.)",Nullivore / Psiotroph,Amorphous,10 Days,Mountains / Volcanoes,Drifloon Drifblim,Ghost / Flying / Elemental Attack E / Hexwork Drifblim,,"[{""_id"":""757040ea-6077-4da2-b0c6-0ff282e2eec4"",""name"":""Gust"",""unidentifiedName"":""Gust"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Flying"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""1d12"",""move_effect"":""If the target is at least 20 ft off the ground airborne, Gust deals +1d20 damage.""}},{""_id"":""b49b291e-97b4-4a6a-82f6-f387d086f685"",""name"":""Payback"",""unidentifiedName"":""Payback"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Dark"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""If you were attacked by the target this round, use 3d12 for damage instead.""}},{""_id"":""3261c95d-064a-4dda-8893-f4f6d65c2245"",""name"":""Ominous Wind"",""unidentifiedName"":""Ominous Wind"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":""2d8"",""move_effect"":""On hit, your Attack, Special Attack, Defense, Special Defense, and""}}]"
pokemon,Houndstone,Ghost,,Large,Medium,42,42,11,10,7,35,11,5,+5,+2,+3,"Burrow, Tracker","Charm (+1 Defense), Tail Whip, Fluffy, Sand Rush (While in Sandstorming Weather, your Speed is +2 and you don’t take damage from Sandstorming weather.)",Terravore,Field,7 Days,Caves / Mountains / Ruins / Tundra,Greavard Houndstone,Ghost / Fangs / Stampeding (Houndstone) Houndstone,,"[{""_id"":""a8a58463-6610-4115-8f6c-85792387ba67"",""name"":""Play Rough"",""unidentifiedName"":""Play Rough"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Fairy"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Attack is -1 for 10 mins.""}},{""_id"":""04f01ffe-9b6b-45ab-9771-328a02df79f9"",""name"":""Helping Hand"",""unidentifiedName"":""Helping Hand"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":"""",""move_effect"":""Target ally’s next attack during this round will deal +1d20 damage.""}},{""_id"":""37477f72-83ee-40fe-8f8d-28f24af1bc70"",""name"":""Last Respects"",""unidentifiedName"":""Last Respects"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":""1d12"",""move_effect"":""Last Respects deals +1d12 damage for each ally who has been knocked out this encounter (max +7d12).""}}]"
pokemon,Greavard,Ghost,,Small,Medium,30,30,7,6,3,15,7,3,+3,+1,+1,"Burrow (moves through earth easily), Tracker (can follow scents)","Growl (+1 Defense), Tail Whip (+1 Attack), Fluffy (If hit by a melee attack, you only take half the damage. If hit by a Fire-type attack, you take twice the damage.)",Terravore,Field,7 Days,Caves / Mountains / Ruins / Tundra,Greavard Houndstone,Ghost / Fangs / Stampeding (Houndstone) Houndstone,,"[{""_id"":""54571ed3-3770-4dae-b467-912468774188"",""name"":""Tackle"",""unidentifiedName"":""Tackle"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""2d6"",""move_effect"":""""}},{""_id"":""e45ff513-ab29-41c4-92ca-d50bb7bbd6a4"",""name"":""Lick"",""unidentifiedName"":""Lick"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d8"",""move_effect"":""On hit, if you got 15 or higher on Accuracy Check, the target is Paralyzed.""}},{""_id"":""312fa825-4fe2-430f-8574-1d15971f0094"",""name"":""Dig"",""unidentifiedName"":""Dig"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""Dig is a two-turn move. On the first turn, burrow up to 40 ft straight down. On the second turn, burrow up to your movement speed +40 ft, then you can roll Dig’s Accuracy Check and damage. Houndstone no longer drain energy from those around them, as they have gathered enough as Greavard. Like their pre-evolutions, these Pokémon spend a lot of time buried in the earth with only their tombstone-like protuberances sticking out of the soil. They frequently sleep in graveyards, blending in seamlessly with their surroundings.""}}]"
pokemon,Mismagius,Ghost,,Medium,Light,36,36,6,11,11,55,6,11,+3,+5,+5,"Flight, Invisibility, Phasing, Telepath",Levitate,Nullivore / Psiotroph,Amorphous,13 Days,Caves / Forests / Woodlands,Misdreavus Dusk Stone Mismagius,Ghost / Psychic / Elemental Attack E / Hexwork / Spellcraft / Weird Mismagius,,"[{""_id"":""41b8ce52-8998-4d26-bebe-16b817da4c26"",""name"":""Psybeam"",""unidentifiedName"":""Psybeam"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Psychic"",""move_category"":""Special Attack"",""move_range"":""Ranged(15ft beam)"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Confused.""}},{""_id"":""2e989271-3173-4e8f-91a6-079360966706"",""name"":""Shadow Ball"",""unidentifiedName"":""Shadow Ball"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Special Defense is -1 for 10 mins.""}},{""_id"":""7cbc036c-d24d-49f7-b555-69e937f6eb74"",""name"":""Lucky Chant"",""unidentifiedName"":""Lucky Chant"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Ranged(30ft burst)"",""move_uses"":""3/day"",""move_damage_dice"":"""",""move_effect"":""Put a Lucky Coat on all allies and yourself. The Coat has the following ability: If you are hit by a Critical Hit, treat the hit as a regular successful hit. This Coat lasts for 2 mins.""}}]"
pokemon,Misdreavus,Ghost,,Small,Featherweight,36,36,6,9,9,45,6,9,+3,+4,+4,"Flight (can fly), Invisibility (can turn invisible), Phasing (can move through solid objects), Telepath (can read emotions)",Levitate (You are immune to Ground-type moves while you are airborne.),Nullivore / Psiotroph,Amorphous,13 Days,Caves / Forests / Woodlands,Misdreavus Dusk Stone Mismagius,Ghost / Psychic / Elemental Attack E / Hexwork / Spellcraft / Weird Mismagius,,"[{""_id"":""46a49e26-1931-4c3f-950c-5d00b2b064d6"",""name"":""Astonish"",""unidentifiedName"":""Astonish"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d10"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Stunned.""}},{""_id"":""518ba288-b926-4fc0-8864-d5a9ffac3602"",""name"":""Mean Look"",""unidentifiedName"":""Mean Look"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Normal"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target is bound in place for 2 mins. Ghost Pokémon are immune to Mean Look.""}},{""_id"":""ae9f41d6-3329-479a-8062-9810b94a91b7"",""name"":""Confuse Ray"",""unidentifiedName"":""Confuse Ray"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Effect"",""move_range"":""Ranged(20ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target becomes Confused. Phantump sound strikingly similar to scared children crying out in distress.""}}]"
pokemon,Trevenant,Ghost,Grass,Medium,Heavy,54,54,8,8,6,30,12,8,+6,+4,+3,Sprouter,"Growth, Harvest (When using a Berry, you only use half of it while still gaining its full effects. You can only use half of a Berry if you have Harvest.), Natural Cure",Phototroph / Psiotroph,Grass / Amorphous,10 Days,Forests / Woodlands,Phantump Trevenant,Ghost / Grass / Psychic / Hexwork Trevenant,,"[{""_id"":""f7123156-0eae-4c71-bd0c-b2580a369390"",""name"":""Shadow Claw"",""unidentifiedName"":""Shadow Claw"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""3/day"",""move_damage_dice"":""3d8"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, Shadow Claw is a critical hit.""}},{""_id"":""f5133fd6-f52f-4fd9-b258-7f867e69edb9"",""name"":""Forest’s Curse"",""unidentifiedName"":""Forest’s Curse"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Effect"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":"""",""move_effect"":""On hit, put a Forest Coat on the target. The Coat has the following ability: You lose your current Types and become only Grass-type for 10 mins.""}},{""_id"":""a042f200-cd65-4f19-9c55-d53aa681a3fd"",""name"":""Wood Hammer"",""unidentifiedName"":""Wood Hammer"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":""5d12"",""move_effect"":""On hit, you lose HP equal to 1/3rd of the damage you deal.""}}]"
pokemon,Phantump,Ghost,Grass,Small,Light,24,24,5,6,4,20,8,6,+4,+3,+2,"Hover (can hover), Sprouter (can manipulate plant life)","Growth (+1 Attack, +1 Special Attack), Natural Cure (Whenever returned to a Poke Ball, you are cured of any afflictions.)",Phototroph / Psiotroph,Grass / Amorphous,10 Days,Forests / Woodlands,Phantump Trevenant,Ghost / Grass / Psychic / Hexwork Trevenant,,"[{""_id"":""67c6829d-ac05-45f7-9384-85e0ce18e0d9"",""name"":""Confuse Ray"",""unidentifiedName"":""Confuse Ray"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Effect"",""move_range"":""Ranged(20ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target becomes Confused.""}},{""_id"":""ede67664-4742-4804-99a6-365e43d71a9d"",""name"":""Astonish"",""unidentifiedName"":""Astonish"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d10"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Stunned.""}},{""_id"":""7e135b0b-dee4-427f-8aaf-3821f39cf4eb"",""name"":""Leech Seed"",""unidentifiedName"":""Leech Seed"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Effect"",""move_range"":""Ranged(10ft)"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, the target gets a Seed Coat. The Coat has the following ability: At the beginning of your turn, if you are within 20 ft of the enemy who gave you the Seed Coat, you lose 1d12 HP. The enemy who gave you the Seed CoAt-Will gain the same amount of HP that you lost. This Coat lasts for 3 mins, or until you are at 0 or less HP.""}}]"
pokemon,Gourgeist (Small),Ghost,Grass,Small,Medium,42,42,12,8,10,50,9,6,0,0,0,,,Phototroph / Psiotroph,Grass / Amorphous,10 Days,Forests / Woodlands,Phantump Trevenant,Ghost / Grass / Psychic / Hexwork Trevenant,,"[{""_id"":""b0fe397d-9010-40e3-94fc-848ab47c56c1"",""name"":""Shadow Ball"",""unidentifiedName"":""Shadow Ball"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Special Defense is -1 for 10 mins.""}},{""_id"":""b1019112-882e-4ec1-9e48-b0479b54bcf9"",""name"":""Seed Bomb"",""unidentifiedName"":""Seed Bomb"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Attack"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""Trick-or-Treat - Melee Ghost Effect: 3/day. On hit, put a Treat Coat on the target. The Coat has the following ability: You lose your current Types and become only Ghosttype for 10 mins.""}}]"
pokemon,Pumpkaboo (Small),Ghost,Grass,Tiny,Light,24,24,7,6,8,40,7,4,0,0,0,,,Phototroph / Psiotroph,Amorphous / Grass,10 Days,Forests / Woodlands,Pumpkaboo Gourgeist,Ghost / Grass / Elemental Attack F / Hexwork Gourgeist (Small),,"[{""_id"":""3db3f1c3-31e7-4e72-8254-d2f6219c906d"",""name"":""Trick"",""unidentifiedName"":""Trick"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Psychic"",""move_category"":""Effect"",""move_range"":""Melee"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""On hit, you and the target trade any held items. If only you or the target has an item, take or give the item to exchange who has possession of it.""}},{""_id"":""25c17381-090a-4aaa-af82-800a1c5301e5"",""name"":""Astonish"",""unidentifiedName"":""Astonish"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Attack"",""move_range"":""Melee"",""move_uses"":""At-Will"",""move_damage_dice"":""1d10"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, the target is Stunned.""}},{""_id"":""3af8321f-8c6c-476b-8bf9-3ee70b732651"",""name"":""Razor Leaf"",""unidentifiedName"":""Razor Leaf"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Grass"",""move_category"":""Attack"",""move_range"":""Ranged(25ft)"",""move_uses"":""At-Will"",""move_damage_dice"":""2d8"",""move_effect"":""On hit, if you got 18 or higher on Accuracy Check, Razor Leaf is a critical hit.""}}]"
pokemon,Palossand,Ghost,Ground,Large,Superweight,54,54,13,8,4,20,8,10,+4,+5,+2,"Amorphous, Groundshaper, Burrow","Iron Defense (+2 Defense), Sand Veil (While in Sandstorming Weather, any foe’s attacks made against you have -1 during accuracy check. and you don’t take damage from Sandstorming weather.), Water Compaction",Psiotroph,Amorphous / Mineral,10 Days,Beaches,Sandygast Palossand,Ghost / Ground / Rock / Parasitic Palossand,,"[{""_id"":""af83b559-e048-4e6b-8bf0-7ff0b7879b69"",""name"":""Shadow Ball"",""unidentifiedName"":""Shadow Ball"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ghost"",""move_category"":""Special Attack"",""move_range"":""Ranged(20ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Special Defense is -1 for 10 mins.""}},{""_id"":""b64f92c4-94e5-4f9b-87a4-caad148f6f95"",""name"":""Earth Power"",""unidentifiedName"":""Earth Power"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Special Attack"",""move_range"":""Ranged(15ft)"",""move_uses"":""3/day"",""move_damage_dice"":""3d10"",""move_effect"":""On hit, the target’s Special Defense is -1 for 10 mins.""}},{""_id"":""ba7be45d-b855-4acb-93fe-a6289fe862fd"",""name"":""Shore Up"",""unidentifiedName"":""Shore Up"",""recordType"":""pokemon_move"",""identified"":true,""data"":{""move_type"":""Ground"",""move_category"":""Effect"",""move_range"":""Self"",""move_uses"":""1/day"",""move_damage_dice"":"""",""move_effect"":""You are healed HP equal to half of your Max HP. If you are within Sandstorming Weather, you are healed HP equal to 3/4ths of your Max HP instead.""}}]"
